,feature,rank
6397,X68985_s_at,4350
5202,Z73497_at,4351
6803,M23575_f_at,4352
3430,U57629_at,4353
3254,U46571_at,4354
2917,U21943_at,4355
4065,X04688_at,4356
334,D28532_at,4357
6258,X60003_s_at,4358
2878,U19261_at,4359
1811,M21934_at,4360
31,AFFX-TrpnX-5_at,4361
6067,L17075_s_at,4362
5784,X16609_s_at,4363
7048,J03071_cds3_f_at,4364
2779,U13737_at,4365
687,D87012_at,4366
4093,X06745_at,4367
373,D31888_at,4368
6053,U40002_s_at,4369
6181,X04602_s_at,4370
3234,U44848_at,4371
858,HG2614-HT2710_at,4372
7027,X97261_at,4373
3845,U82671_cds2_at,4374
1510,L36531_at,4375
3111,U37139_at,4376
4139,X13967_at,4377
1261,L09753_at,4378
3108,U37012_at,4379
2992,U28811_at,4380
6135,U28749_s_at,4381
2270,M82962_at,4382
80,AB002315_at,4383
4701,X83572_at,4384
2103,M62324_at,4385
3105,U36787_at,4386
3289,U48807_at,4387
2414,M97496_at,4388
3040,U31986_at,4389
1525,L37347_at,4390
5028,Y11416_at,4391
887,HG3111-HT3287_at,4392
1847,M24461_at,4393
2515,S78653_at,4394
2220,M76180_at,4395
4960,Y07847_at,4396
5538,X02419_rna1_s_at,4397
2149,M64358_at,4398
5100,Z26653_at,4399
4039,X03066_at,4400
6639,U83598_s_at,4401
6363,X74929_s_at,4402
746,D87742_at,4403
2751,U11872_at,4404
968,HG406-HT406_at,4405
2061,M59815_at,4406
3476,U60205_at,4407
2070,M60047_at,4408
197,D13540_at,4409
2937,U24186_at,4410
2326,M88282_at,4411
5030,Y11681_at,4412
3386,U53347_at,4413
4572,X76132_at,4414
1735,M15656_at,4415
4156,X15088_at,4416
5747,L14778_s_at,4417
5383,U13022_at,4418
5172,Z49208_at,4419
612,D83597_at,4420
6137,L47125_s_at,4421
1949,M32598_at,4422
5745,M86757_s_at,4423
6275,M30625_s_at,4424
421,D42073_at,4425
551,D78012_at,4426
3566,U66059_cds7_at,4427
6732,HG3996-HT4266_at,4428
382,D38037_at,4429
6059,X65727_cds2_s_at,4430
211,D13643_at,4431
7106,U88902_cds1_f_at,4432
4842,X95592_at,4433
3943,U90910_at,4434
2530,S81221_at,4435
3413,U56814_at,4436
3500,U61374_at,4437
2948,U25265_at,4438
3084,U34879_rna1_at,4439
2893,U20325_at,4440
1785,M19989_cds1_at,4441
3036,U31799_at,4442
4468,X68314_at,4443
2468,S70348_at,4444
6112,U19495_s_at,4445
4555,X75535_at,4446
2367,M93284_at,4447
2770,U13219_at,4448
4197,X17098_at,4449
1070,J03133_at,4450
928,HG3548-HT3749_at,4451
3998,U96769_rna1_at,4452
5509,L41390_at,4453
3246,U46024_at,4454
4147,X14675_at,4455
2812,U15306_at,4456
1036,HG870-HT870_at,4457
299,D25278_at,4458
1943,M32313_at,4459
2516,S78723_rna2_at,4460
4997,Y10055_at,4461
4064,X04571_at,4462
5485,X78932_at,4463
4915,X99657_at,4464
3065,U33447_at,4465
1015,HG4716-HT5158_at,4466
4732,X86019_at,4467
5445,X05309_at,4468
4476,X68994_at,4469
1941,M32011_at,4470
5050,Z11695_at,4471
4750,X87342_at,4472
1507,L36151_at,4473
4459,X67697_at,4474
3526,U63312_at,4475
4866,X97198_at,4476
1634,L48692_at,4477
5456,X17360_rna1_at,4478
3556,U65579_at,4479
4527,X73501_at,4480
6106,U80226_s_at,4481
6248,X72632_s_at,4482
1443,L27586_at,4483
3534,U63743_at,4484
63,AB000409_at,4485
1678,M11437_cds1_at,4486
3891,U87408_at,4487
1650,L76937_rna1_at,4488
5075,Z21707_at,4489
3050,U32645_at,4490
233,D14663_at,4491
3857,U83463_at,4492
3420,U57093_at,4493
6908,U83117_at,4494
1760,M17316_at,4495
4037,X02874_at,4496
1440,L27476_at,4497
6721,Z48519_s_at,4498
3920,U89942_at,4499
3211,U43408_at,4500
178,D10923_at,4501
4777,X90840_at,4502
6229,M21665_s_at,4503
3293,U49065_at,4504
3650,U71207_at,4505
4977,Y08837_at,4506
3153,U39657_at,4507
5548,D10537_s_at,4508
4525,X73113_at,4509
5515,AB005535_s_at,4510
4499,X70340_at,4511
3494,U61166_at,4512
2825,U16258_at,4513
7078,U10690_f_at,4514
3187,U41804_at,4515
1352,L17325_at,4516
5209,Z79581_at,4517
5533,D00003_at,4518
1655,L77566_at,4519
2957,U25997_at,4520
5374,S78234_at,4521
2805,U15128_at,4522
3465,U59748_at,4523
4477,X69089_at,4524
3394,U53830_at,4525
3703,U76421_at,4526
1652,L77559_at,4527
4036,X02751_at,4528
6942,Z49105_at,4529
5991,U75272_s_at,4530
3243,U45982_at,4531
6010,X02176_s_at,4532
3469,U59913_at,4533
978,HG4157-HT4427_at,4534
433,D43772_at,4535
663,D86963_at,4536
2671,U07620_at,4537
1723,M14565_at,4538
3380,U52960_at,4539
6769,X87344_cds10_at,4540
5575,HG2075-HT2137_s_at,4541
642,D85376_at,4542
4083,X06256_at,4543
1147,J05401_at,4544
2615,U03486_at,4545
5700,HG2271-HT2367_at,4546
6752,HG3991-HT4261_at,4547
868,HG2714-HT2810_at,4548
4760,X89067_at,4549
498,D50928_at,4550
4592,X77548_at,4551
6230,M35851_s_at,4552
1367,L19401_at,4553
6818,HG2600-HT2696_at,4554
1230,L07515_at,4555
5606,U34380_rna1_s_at,4556
3725,U77975_at,4557
1950,M32639_at,4558
5036,Y12478_at,4559
1625,L43821_at,4560
6050,L11238_s_at,4561
7075,M92269_f_at,4562
5907,HG721-HT4827_s_at,4563
1150,J05459_at,4564
6600,U72263_s_at,4565
2990,U28687_at,4566
2947,U25182_at,4567
5368,S66427_at,4568
5186,Z68129_cds1_at,4569
6222,M20778_s_at,4570
5612,D31628_s_at,4571
1900,M29458_at,4572
6893,U25975_at,4573
5918,X54457_s_at,4574
7073,M77481_rna1_f_at,4575
1181,L01042_at,4576
3210,U43374_at,4577
7111,L34355_at,4578
4013,V01515_cds1_at,4579
4203,X17648_at,4580
2250,M80783_at,4581
2176,M68520_at,4582
6920,X54489_rna1_at,4583
5739,HG2197-HT2267_s_at,4584
5049,Z11559_at,4585
3345,U51269_at,4586
6379,M84820_s_at,4587
4707,X84002_at,4588
6924,X60487_at,4589
5089,Z24459_xpt5_at,4590
4294,X56677_at,4591
5791,HG2797-HT2905_s_at,4592
958,HG3993-HT4263_at,4593
1195,L03427_at,4594
5091,Z24724_at,4595
5358,M87770_at,4596
4216,X51801_at,4597
3261,U47007_at,4598
5695,J03260_s_at,4599
340,D29641_at,4600
4794,X91648_at,4601
1241,L07765_at,4602
181,D11094_at,4603
3101,U36501_at,4604
3217,U43672_at,4605
1563,L40357_at,4606
3634,U70323_at,4607
3316,U49973_xpt2_at,4608
3580,U66580_at,4609
5543,X15331_s_at,4610
1152,J05556_at,4611
6353,S67247_s_at,4612
5644,D49372_s_at,4613
6929,X78712_at,4614
4844,X95654_at,4615
2218,M75110_at,4616
2511,S78203_at,4617
5324,M12783_at,4618
2478,S72904_at,4619
5342,M38258_at,4620
2520,S79522_at,4621
3292,U48959_at,4622
6056,L12060_s_at,4623
2302,M86528_at,4624
4113,X07994_at,4625
5917,HG945-HT945_s_at,4626
3312,U49857_at,4627
6921,X55989_rna1_at,4628
7054,K03207_f_at,4629
1387,L20814_at,4630
5812,X52896_s_at,4631
7070,M37755_f_at,4632
6030,L05624_s_at,4633
6185,M15517_cds3_s_at,4634
3027,U31201_cds1_at,4635
1322,L13994_at,4636
83,AB002366_at,4637
6289,M65292_s_at,4638
3438,U58034_at,4639
6190,M16591_s_at,4640
3091,U35139_at,4641
5432,U74324_at,4642
497,D50927_at,4643
3797,U79716_at,4644
1114,J04501_at,4645
2928,U23143_at,4646
6687,X66276_s_at,4647
4901,X99101_at,4648
6511,U25034_s_at,4649
2788,U14518_at,4650
7001,X12953_at,4651
426,D42123_at,4652
3422,U57099_at,4653
1898,M29204_at,4654
6618,U71203_s_at,4655
3275,U47928_at,4656
5213,Z81326_at,4657
2169,M65199_at,4658
3206,U43286_at,4659
1724,M14636_at,4660
5830,HG3242-HT4231_s_at,4661
2181,M68895_rna1_at,4662
1177,L00352_at,4663
2894,U20350_at,4664
3007,U29953_rna1_at,4665
797,HG1153-HT1153_at,4666
7005,X52889_at,4667
6096,L27213_s_at,4668
336,D28589_at,4669
7122,X06956_at,4670
2447,S59049_at,4671
3718,U77735_at,4672
4445,X66839_at,4673
3921,U89995_at,4674
4117,X12453_at,4675
2913,U21551_at,4676
3579,U66578_at,4677
5909,HG855-HT855_s_at,4678
2504,S77575_at,4679
5626,U11821_s_at,4680
5426,U61500_at,4681
1654,L77563_at,4682
4612,X78710_at,4683
1026,HG644-HT644_at,4684
5921,HG998-HT998_s_at,4685
1204,L04953_at,4686
3741,U78722_at,4687
2868,U18671_rna1_at,4688
2627,U04270_at,4689
3575,U66469_at,4690
2116,M62843_at,4691
2319,M87434_at,4692
5927,V00535_rna2_s_at,4693
6296,M34376_s_at,4694
7025,U88898_at,4695
2336,M90359_at,4696
3635,U70370_at,4697
4617,X78933_at,4698
4392,X63578_rna1_at,4699
1642,L76224_at,4700
2986,U28369_at,4701
6044,M30607_s_at,4702
102,AC002045_xpt1_at,4703
4416,X65293_at,4704
454,D49493_at,4705
5238,AF001548_rna1_at,4706
2558,S87759_at,4707
3045,U32376_at,4708
2117,M62958_at,4709
6754,HG4340-HT4610_at,4710
1434,L26339_at,4711
344,D29810_at,4712
4799,X92098_at,4713
946,HG3930-HT4200_at,4714
2387,M95167_at,4715
3042,U32315_at,4716
5640,M19311_at,4717
6109,L35249_s_at,4718
4609,X78678_at,4719
5738,HG2175-HT2245_s_at,4720
1344,L16782_at,4721
3670,U72761_at,4722
5424,U58675_cds2_at,4723
954,HG3985-HT4255_at,4724
3679,U73338_at,4725
4579,X76534_at,4726
6008,S77835_s_at,4727
8,AFFX-CreX-3_at,4728
2539,S81957_at,4729
1916,M30496_at,4730
6559,X76942_s_at,4731
2611,U03272_at,4732
4782,X90978_at,4733
1651,L77213_at,4734
3314,U49928_at,4735
5107,Z29074_at,4736
5897,M82827_s_at,4737
6150,U64315_s_at,4738
5151,Z48051_rna1_at,4739
5286,J05633_at,4740
4472,X68561_at,4741
2778,U13706_at,4742
1427,L25798_at,4743
3157,U40038_at,4744
5024,Y11180_at,4745
1708,M13982_at,4746
4837,X95289_at,4747
1790,M20530_at,4748
1319,L13923_at,4749
1068,J03068_at,4750
2386,M94893_at,4751
253,D16181_at,4752
5801,U22961_s_at,4753
413,D42045_at,4754
5698,D90279_s_at,4755
754,D88146_at,4756
6169,M13686_s_at,4757
2905,U20908_at,4758
3336,U50950_at,4759
2256,M81637_at,4760
1055,J02843_at,4761
5169,Z49155_at,4762
6083,U02683_s_at,4763
1492,L34673_at,4764
772,D89501_at,4765
5757,U10099_s_at,4766
1497,L35251_rna1_at,4767
6949,Z83735_at,4768
4,AFFX-BioC-3_at,4769
6417,U12387_s_at,4770
2637,U04898_at,4771
1272,L10403_at,4772
428,D43636_at,4773
4322,X59131_at,4774
2404,M96740_at,4775
4891,X98311_at,4776
2016,M55047_at,4777
1622,L43338_at,4778
6233,M22348_s_at,4779
1188,L02547_at,4780
1720,M14219_at,4781
826,HG2191-HT2261_at,4782
1066,J02973_rna1_at,4783
3419,U57092_at,4784
2030,M55543_at,4785
4943,Y00815_at,4786
3967,U92971_at,4787
204,D13635_at,4788
1325,L14542_at,4789
2743,U11292_at,4790
3081,U34683_at,4791
4824,X94453_at,4792
5645,D49487_s_at,4793
60,AB000114_at,4794
3682,U73499_at,4795
5192,Z69923_at,4796
4034,X02612_at,4797
1058,J02876_at,4798
7057,L05188_f_at,4799
3864,U84551_cds2_at,4800
429,D43638_at,4801
5122,Z33642_at,4802
390,D38449_at,4803
680,D86981_at,4804
6541,X89986_s_at,4805
5377,U08021_at,4806
4672,X82068_at,4807
3264,U47054_at,4808
6451,S83325_s_at,4809
2863,U18321_at,4810
1104,J04111_at,4811
1242,L07868_at,4812
5397,U25988_at,4813
7021,M34516_at,4814
6003,J05582_s_at,4815
6844,M10943_at,4816
5621,D37781_s_at,4817
1884,M28211_at,4818
4284,X55889_at,4819
2925,U22963_at,4820
4928,Y00064_at,4821
4823,X94333_at,4822
1924,M31165_at,4823
6032,Z94753_s_at,4824
5960,Z74616_s_at,4825
1159,K02054_at,4826
4012,V01514_at,4827
4815,X93498_at,4828
2029,M55542_at,4829
5940,J02758_s_at,4830
6156,M11025_s_at,4831
5322,L76627_at,4832
6113,X95097_rna1_s_at,4833
6927,X72304_at,4834
2692,U08815_at,4835
755,D88152_at,4836
3751,U79248_at,4837
2691,U08471_at,4838
2466,S69965_at,4839
4393,X63597_at,4840
956,HG3989-HT4259_at,4841
6757,HG4557-HT4962_at,4842
6840,L20433_at,4843
6359,U04285_s_at,4844
1700,M13666_at,4845
3953,U91327_at,4846
3928,U90437_at,4847
6816,HG2149-HT2219_at,4848
1677,M11433_at,4849
792,HG1111-HT1111_at,4850
1401,L22005_at,4851
3968,U93049_at,4852
4160,X15218_at,4853
5125,Z34918_at,4854
330,D28416_at,4855
556,D78156_at,4856
2394,M95712_at,4857
312,D26350_at,4858
24,AFFX-LysX-3_at,4859
3658,U72209_at,4860
3288,U48736_at,4861
1966,M34057_at,4862
596,D82060_at,4863
708,D87436_at,4864
3985,U95020_at,4865
2157,M64676_at,4866
6705,X83301_s_at,4867
2217,M75106_at,4868
2580,U01157_at,4869
1740,M15856_at,4870
6717,Y10514_s_at,4871
2973,U27459_at,4872
3645,U70981_at,4873
4911,X99459_at,4874
101,AC000115_cds1_at,4875
2822,U16126_at,4876
1659,L77864_at,4877
1385,L20591_at,4878
1247,L08187_at,4879
370,D31885_at,4880
324,D28114_at,4881
813,HG1828-HT1857_at,4882
6553,U74382_s_at,4883
741,D87682_at,4884
5405,U35376_at,4885
3861,U83908_at,4886
2844,U17579_rna1_at,4887
1457,L29376_at,4888
2465,S69790_at,4889
3623,U69108_at,4890
5585,Z11685_s_at,4891
6668,X70944_s_at,4892
5768,X16666_s_at,4893
5582,D17408_s_at,4894
2927,U23070_at,4895
1914,M30185_at,4896
6543,U35637_s_at,4897
294,D25216_at,4898
6596,X99586_s_at,4899
4121,X12556_at,4900
5590,U23850_s_at,4901
1274,L10665_at,4902
1860,M25756_at,4903
6815,HG1996-HT2044_at,4904
2648,U06088_at,4905
5974,J03778_s_at,4906
5370,S68805_at,4907
5878,HG4113-HT4383_s_at,4908
2448,S59184_at,4909
3882,U86214_at,4910
2411,M96982_at,4911
1251,L08488_at,4912
3398,U54999_at,4913
1125,J04809_rna1_at,4914
3310,U49837_at,4915
2976,U27768_at,4916
3377,U52827_at,4917
4099,X07290_at,4918
7066,M27318_f_at,4919
3570,U66198_at,4920
2901,U20648_at,4921
5461,X55005_rna1_at,4922
404,D38553_at,4923
4863,X97065_at,4924
3608,U68030_at,4925
6272,M30257_s_at,4926
67,AB000462_at,4927
285,D21337_at,4928
6964,L36644_at,4929
3477,U60269_cds1_at,4930
5415,U41740_at,4931
5642,D45917_s_at,4932
6923,X58401_at,4933
5085,Z22970_at,4934
4171,X15875_at,4935
4740,X86693_at,4936
3381,U52969_at,4937
2789,U14528_at,4938
2428,M99063_at,4939
7020,M33318_r_at,4940
2006,M37825_at,4941
3475,U60116_at,4942
5870,HG4011-HT4804_s_at,4943
1756,M16967_at,4944
132,AF005037_at,4945
6152,U72882_s_at,4946
709,D87437_at,4947
2373,M93718_at,4948
6884,U02388_at,4949
2616,U03634_at,4950
4220,X51954_at,4951
5117,Z30425_at,4952
908,HG3344-HT3521_at,4953
3295,U49082_at,4954
3791,U79300_at,4955
4305,X57398_at,4956
2312,M86852_at,4957
3764,U79263_at,4958
6987,U18934_at,4959
1292,L11708_at,4960
6325,M65134_s_at,4961
3809,U80456_at,4962
491,D50920_at,4963
4933,Y00317_at,4964
5475,X70811_at,4965
6490,U15642_s_at,4966
6212,M19267_s_at,4967
1137,J05070_at,4968
3878,U85946_at,4969
799,HG1205-HT1205_at,4970
5580,D16688_s_at,4971
6946,Z80783_at,4972
6860,M37981_at,4973
4577,X76383_at,4974
5611,D30715_xpt5_s_at,4975
6487,U13021_s_at,4976
6529,U32674_s_at,4977
2734,U10550_at,4978
5743,HG2260-HT2349_s_at,4979
1683,M11718_at,4980
3172,U40622_at,4981
3125,U37547_at,4982
379,D32202_at,4983
5457,X52022_at,4984
427,D42138_at,4985
1107,J04162_at,4986
5813,U77846_rna1_at,4987
6890,U24153_at,4988
1476,L33798_at,4989
6291,M32879_s_at,4990
568,D79983_at,4991
4017,X00368_xpt2_at,4992
5966,S62696_s_at,4993
2018,M55131_at,4994
2423,M98447_rna1_at,4995
3890,U87309_at,4996
3694,U75308_at,4997
5559,D79206_s_at,4998
2968,U26914_at,4999
1179,L00635_at,5000
4303,X57303_at,5001
5792,M91556_s_at,5002
3266,U47105_at,5003
2847,U17886_at,5004
3999,U96781_cds1_at,5005
771,D89289_at,5006
5720,HG1751-HT1768_at,5007
2265,M81882_at,5008
4856,X96753_at,5009
5880,HG4155-HT4425_s_at,5010
2460,S67970_at,5011
6281,M31241_s_at,5012
3222,U43923_at,5013
2424,M98528_at,5014
4346,X60382_rna1_at,5015
2074,M60094_rna1_at,5016
3607,U68019_at,5017
1374,L19778_at,5018
4262,X54380_at,5019
6072,U23430_s_at,5020
6138,Z37987_s_at,5021
4896,X98801_at,5022
3061,U33267_at,5023
4020,X00734_at,5024
3025,U31120_rna1_at,5025
6508,U23435_s_at,5026
2780,U13896_at,5027
1813,M21985_at,5028
3786,U79295_at,5029
1211,L05515_at,5030
1768,M18185_at,5031
883,HG3063-HT3224_at,5032
4024,X01388_at,5033
6036,U06643_s_at,5034
3796,U79526_at,5035
1084,J03764_at,5036
5025,Y11215_at,5037
1064,J02943_at,5038
6679,X63522_s_at,5039
4022,X01059_at,5040
2629,U04325_cds3_at,5041
2005,M37815_cds1_at,5042
464,D50312_at,5043
2191,M73077_at,5044
21,AFFX-DapX-3_at,5045
1117,J04605_at,5046
5494,X95525_at,5047
5873,HG4063-HT4333_s_at,5048
3297,U49114_at,5049
4970,Y08409_at,5050
6114,X95425_s_at,5051
5323,L78833_cds1_at,5052
2314,M86917_at,5053
4414,X64878_at,5054
1885,M28212_at,5055
6426,U24056_s_at,5056
654,D86519_at,5057
1001,HG4411-HT4681_at,5058
358,D31762_at,5059
1951,M32886_at,5060
1160,K02100_at,5061
1253,L09190_rna1_at,5062
1536,L38503_at,5063
6321,M55998_s_at,5064
4059,X04366_at,5065
965,HG4051-HT4321_at,5066
953,HG3976-HT4246_at,5067
2718,U09759_at,5068
1564,L40366_at,5069
2162,M64930_at,5070
175,D10523_at,5071
3231,U44755_at,5072
2741,U11037_at,5073
2475,S72370_at,5074
2293,M85165_at,5075
5353,M76729_at,5076
944,HG3893-HT4163_at,5077
7040,HG4236-HT4506_f_at,5078
5446,X05610_at,5079
451,D49488_at,5080
7113,M13981_at,5081
3193,U42359_at,5082
1260,L09749_at,5083
2282,M83772_at,5084
2171,M65254_at,5085
5537,D00097_s_at,5086
4505,X71125_at,5087
4276,X55544_at,5088
5573,D14826_s_at,5089
4605,X78565_at,5090
293,D25215_at,5091
1872,M27160_at,5092
2873,U18985_at,5093
5982,J03934_s_at,5094
3767,U79267_at,5095
6804,S78693_f_at,5096
3014,U30610_at,5097
3618,U68494_at,5098
1544,L38928_at,5099
6328,M59216_s_at,5100
6539,U33936_s_at,5101
4738,X86681_at,5102
2549,S83249_at,5103
4834,X95191_at,5104
5208,Z78291_at,5105
2839,U17195_at,5106
2569,U00946_at,5107
5511,S62907_s_at,5108
5000,Y10205_at,5109
3043,U32324_at,5110
75,AB000897_at,5111
6880,S74720_at,5112
4549,X75208_at,5113
1960,M33653_at,5114
5011,Y10510_at,5115
3391,U53476_at,5116
5171,Z49205_at,5117
6681,X83492_at,5118
198,D13626_at,5119
1545,L38929_at,5120
3085,U34880_at,5121
1040,HG909-HT909_at,5122
4564,X76029_at,5123
1567,L40379_at,5124
1580,L40402_at,5125
795,HG1139-HT4910_at,5126
7105,U87593_f_at,5127
3487,U60665_at,5128
125,AF000959_at,5129
1887,M28215_at,5130
6631,X99897_s_at,5131
1350,L17128_at,5132
2079,M60314_at,5133
651,D86096_cds3_at,5134
2087,M60724_at,5135
1039,HG908-HT908_at,5136
2595,U02310_at,5137
726,D87457_at,5138
3024,U31116_at,5139
2794,U14747_at,5140
490,D50919_at,5141
4810,X92814_at,5142
3758,U79256_at,5143
4759,X89066_at,5144
915,HG3415-HT3598_at,5145
4234,X52479_at,5146
6637,X99393_s_at,5147
539,D63998_at,5148
191,D13168_at,5149
2846,U17760_rna1_at,5150
6827,HG491-HT491_at,5151
4292,X56654_at,5152
4686,X82629_at,5153
3647,U71087_at,5154
2313,M86868_at,5155
2606,U03090_at,5156
7014,Z11933_at,5157
4073,X05246_at,5158
3147,U39400_at,5159
5967,M17183_s_at,5160
4867,X97249_at,5161
1812,M21984_at,5162
3462,U59325_at,5163
2865,U18543_at,5164
2471,S71018_at,5165
6755,HG4518-HT4921_at,5166
280,D21255_at,5167
1389,L20826_at,5168
1630,L48211_at,5169
1175,K03515_at,5170
905,HG33-HT33_at,5171
4666,X81817_at,5172
3628,U69645_at,5173
7091,X67491_f_at,5174
1474,L33404_at,5175
6745,HG3033-HT3194_at,5176
885,HG3104-HT3280_at,5177
5116,Z29678_at,5178
6076,X64624_s_at,5179
2804,U15085_at,5180
4075,X05299_at,5181
1561,L40027_at,5182
3080,U34605_at,5183
4748,X87237_at,5184
6931,X90530_at,5185
3227,U44111_at,5186
4890,X98307_at,5187
4161,X15306_rna1_at,5188
2940,U24577_at,5189
5394,U22815_at,5190
1300,L13042_at,5191
3555,U65437_rna1_at,5192
1984,M35296_at,5193
1426,L25444_at,5194
5549,L24893_s_at,5195
1837,M23533_at,5196
6842,L34035_at,5197
5354,M81883_at,5198
2546,S82472_at,5199
6428,U31929_s_at,5200
3127,U37689_at,5201
1769,M18533_at,5202
5357,M85289_at,5203
6422,S69370_s_at,5204
2375,M94077_at,5205
3529,U63336_at,5206
2853,U18018_at,5207
6052,L11701_s_at,5208
100,AC000099_at,5209
1918,M30818_at,5210
2910,U21051_rna1_at,5211
630,D84110_at,5212
6479,U13913_s_at,5213
4786,X91141_at,5214
5023,Y11174_at,5215
1849,M24594_at,5216
5211,Z80777_at,5217
4851,X96584_at,5218
6038,L08044_s_at,5219
6084,U18383_s_at,5220
1148,J05428_at,5221
6993,U62434_at,5222
2408,M96859_at,5223
6058,U03397_s_at,5224
3856,U83461_at,5225
7114,M21064_at,5226
475,D50678_at,5227
6602,U64573_s_at,5228
2815,U15552_at,5229
6576,U50361_s_at,5230
1071,J03161_at,5231
4310,X58022_at,5232
1392,L20861_at,5233
5488,X82209_at,5234
580,D79996_at,5235
2895,U20362_at,5236
1190,L02785_at,5237
110,AC002450_at,5238
3729,U78107_at,5239
3605,U67988_at,5240
1016,HG4724-HT5166_at,5241
6943,Z68274_at,5242
3325,U50531_at,5243
3322,U50330_at,5244
2111,M62783_at,5245
5031,Y11709_at,5246
1262,L10035_at,5247
1791,M20543_at,5248
1254,L09234_at,5249
3002,U29615_at,5250
6318,M60450_s_at,5251
4102,X07495_at,5252
4124,X12794_at,5253
2121,M63154_at,5254
5806,M89914_s_at,5255
1638,L75847_at,5256
3676,U73304_rna1_at,5257
4396,X63679_at,5258
3993,U96114_at,5259
364,D31784_at,5260
549,D76444_at,5261
3368,U52155_at,5262
6569,X51698_s_at,5263
1904,M29550_at,5264
4558,X75756_at,5265
5906,HG721-HT4828_s_at,5266
6068,L17418_cds2_s_at,5267
345,D29833_at,5268
4528,X73608_at,5269
3281,U48263_at,5270
5976,M24349_s_at,5271
5789,HG2797-HT2906_s_at,5272
1185,L02320_at,5273
6510,U24488_s_at,5274
550,D78011_at,5275
1662,L78267_at,5276
2965,U26712_at,5277
6021,X66113_s_at,5278
2067,M59941_at,5279
3195,U42387_at,5280
6432,S75881_s_at,5281
5006,Y10275_at,5282
5819,HG3075-HT3236_s_at,5283
681,D86982_at,5284
232,D14662_at,5285
4687,X82634_at,5286
2962,U26591_at,5287
4831,X95095_at,5288
1139,J05096_rna1_at,5289
4814,X93036_at,5290
1851,M24902_at,5291
600,D82343_at,5292
1830,M22995_at,5293
6866,M61855_at,5294
685,D87009_cds3_at,5295
898,HG3248-HT3425_at,5296
1915,M30269_at,5297
547,D70830_at,5298
5161,Z48570_at,5299
3010,U30246_at,5300
3720,U77845_at,5301
3700,U76189_at,5302
33,AFFX-TrpnX-3_at,5303
1332,L14837_at,5304
5591,D26155_s_at,5305
185,D12485_at,5306
5864,HG3925-HT4195_at,5307
5669,D83017_s_at,5308
6027,L12760_s_at,5309
2021,M55172_at,5310
3056,U32989_at,5311
4570,X76104_at,5312
849,HG2507-HT2603_at,5313
4087,X06389_at,5314
2572,U00954_at,5315
6411,S62028_s_at,5316
4315,X58377_at,5317
2594,U02082_at,5318
5782,HG2730-HT2828_s_at,5319
4948,Y07595_at,5320
592,D80009_at,5321
1087,J03810_at,5322
3923,U90304_at,5323
6902,U62432_at,5324
2824,U16129_at,5325
425,D42108_at,5326
4797,X91868_at,5327
1076,J03459_at,5328
6694,X74987_s_at,5329
5395,U22816_at,5330
679,D86980_at,5331
5888,HG4517-HT4920_s_at,5332
4098,X07173_at,5333
3598,U67614_at,5334
4206,X51408_at,5335
1210,L05512_at,5336
6702,X81836_s_at,5337
289,D21878_at,5338
1616,L42451_at,5339
2921,U22398_at,5340
1514,L36818_at,5341
2727,U10117_at,5342
186,D12625_at,5343
515,D63412_at,5344
380,D37931_at,5345
579,D79995_at,5346
2173,M65291_at,5347
279,D21239_at,5348
934,HG3627-HT3836_at,5349
683,D86984_at,5350
4989,Y09561_at,5351
2106,M62402_at,5352
4641,X80199_at,5353
5146,Z47043_at,5354
5282,J04168_at,5355
5380,U10886_at,5356
3942,U90909_at,5357
1562,L40157_at,5358
1448,L28175_at,5359
1935,M31659_at,5360
5455,X16866_at,5361
6129,L49209_s_at,5362
5787,HG2743-HT3926_s_at,5363
202,D13633_at,5364
6532,U40271_s_at,5365
4122,X12662_rna1_at,5366
457,D49742_at,5367
4349,X60486_at,5368
1265,L10284_at,5369
4030,X02404_at,5370
2747,U11732_at,5371
3675,U73191_at,5372
6633,Y10262_s_at,5373
4746,X87176_at,5374
991,HG429-HT429_at,5375
4235,X52520_at,5376
6689,X98337_s_at,5377
891,HG3137-HT3313_at,5378
5416,U43653_at,5379
2413,M97388_at,5380
6009,X00695_s_at,5381
4404,X64269_at,5382
3990,U95740_rna2_at,5383
5373,S77410_at,5384
1328,L14754_at,5385
5853,HG3703-HT3915_s_at,5386
4695,X83368_at,5387
2297,M85247_at,5388
3435,U57911_at,5389
6603,U65416_rna1_s_at,5390
5178,Z50022_at,5391
2519,S79281_at,5392
5480,X74142_at,5393
2970,U27185_at,5394
3672,U73167_cds4_at,5395
6149,L77567_s_at,5396
5294,L04751_at,5397
2335,M90299_at,5398
563,D78367_at,5399
4021,X01057_at,5400
6259,M28213_s_at,5401
5956,J03241_s_at,5402
5308,L20860_at,5403
4648,X80692_at,5404
3505,U62015_at,5405
1178,L00354_at,5406
4849,X96401_at,5407
3035,U31628_at,5408
7112,L78833_cds4_at,5409
391,D38462_at,5410
5532,D00408_s_at,5411
1501,L35546_at,5412
3512,U62431_at,5413
2376,M94151_at,5414
1200,L04510_at,5415
112,AC002486_at,5416
1411,L23808_at,5417
7084,V00542_f_at,5418
4224,X52003_at,5419
852,HG2538-HT2634_at,5420
5109,Z29083_at,5421
5458,X52075_rna1_at,5422
6782,Z46632_r_at,5423
4232,X52221_at,5424
847,HG2480-HT2576_at,5425
1166,K02765_at,5426
79,AB002314_at,5427
